hour,irradiance_wm2,temperature_c
1360,149.3,11.6
1361,77.4,10.4
1362,0.0,9.2
1363,0.0,9.2
1364,0.0,9.2
1365,0.0,9.2
1366,0.0,9.2
1367,0.0,9.2
1368,0.0,9.2
1369,0.0,9.2
1370,0.0,9.2
1371,0.0,9.2
1372,0.0,9.3
1373,0.0,9.3
1374,0.0,9.3
1375,78.6,10.6
1376,151.9,11.8
1377,215.1,12.8
1378,263.7,13.6
1379,294.5,14.2
1380,305.2,14.3
1381,295.1,14.2
1382,264.9,13.7
1383,216.5,12.9
1384,153.3,11.9
1385,79.4,10.7
1386,0.0,9.4
1387,0.0,9.4
1388,0.0,9.4
1389,0.0,9.4
1390,0.0,9.4
1391,0.0,9.4
1392,0.0,9.5
1393,0.0,9.5
1394,0.0,9.5
1395,0.0,9.5
1396,0.0,9.5
1397,0.0,9.5
1398,0.0,9.5
1399,80.6,10.8
1400,155.9,12.0
1401,220.7,13.1
1402,270.6,13.9
1403,302.1,14.4
1404,313.1,14.6
1405,302.8,14.4
1406,271.8,13.9
1407,222.1,13.1
1408,157.2,12.1
1409,81.5,10.9
1410,0.0,9.6
1411,0.0,9.6
1412,0.0,9.7
1413,0.0,9.7
1414,0.0,9.7
1415,0.0,9.7
1416,0.0,9.7
1417,0.0,9.7
1418,0.0,9.7
1419,0.0,9.7
1420,0.0,9.7
1421,0.0,9.7
1422,0.0,9.8
1423,82.7,11.1
1424,159.9,12.3
1425,226.4,13.3
1426,277.5,14.1
1427,309.9,14.6
1428,321.2,14.8
1429,310.5,14.7
1430,278.7,14.2
1431,227.8,13.4
1432,161.2,12.4
1433,83.6,11.2
1434,0.0,9.9
1435,0.0,9.9
1436,0.0,9.9
1437,0.0,9.9
1438,0.0,9.9
1439,0.0,9.9
1440,0.0,9.9
1441,0.0,9.9
1442,0.0,10.0
1443,0.0,10.0
1444,0.0,10.0
1445,0.0,10.0
1446,0.0,10.0
1447,84.8,11.3
1448,163.9,12.5
1449,232.1,13.6
1450,284.5,14.4
1451,317.7,14.9
1452,329.2,15.1
1453,318.3,14.9
1454,285.7,14.4
1455,233.5,13.6
1456,165.3,12.6
1457,85.6,11.4
1458,0.0,10.1
1459,0.0,10.1
1460,0.0,10.1
1461,0.0,10.2
1462,0.0,10.2
1463,0.0,10.2
1464,0.0,10.2
1465,0.0,10.2
1466,0.0,10.2
1467,0.0,10.2
1468,0.0,10.2
1469,0.0,10.2
1470,0.0,10.2
1471,86.9,11.5
1472,168.0,12.8
1473,237.8,13.8
1474,291.5,14.6
1475,325.5,15.1
1476,337.3,15.3
1477,326.2,15.1
1478,292.7,14.7
1479,239.2,13.9
1480,169.3,12.8
1481,87.7,11.6
1482,0.0,10.4
1483,0.0,10.4
1484,0.0,10.4
1485,0.0,10.4
1486,0.0,10.4
1487,0.0,10.4
1488,0.0,10.4
1489,0.0,10.4
1490,0.0,10.4
1491,0.0,10.5
1492,0.0,10.5
1493,0.0,10.5
1494,0.0,10.5
1495,89.0,11.8
1496,172.1,13.0
1497,243.6,14.1
1498,298.6,14.9
1499,333.4,15.4
1500,345.5,15.5
1501,334.0,15.4
1502,299.8,14.9
1503,245.0,14.1
1504,173.4,13.1
1505,89.9,11.9
1506,0.0,10.6
1507,0.0,10.6
1508,0.0,10.6
1509,0.0,10.6
1510,0.0,10.7
1511,0.0,10.7
1512,0.0,10.7
1513,0.0,10.7
1514,0.0,10.7
1515,0.0,10.7
1516,0.0,10.7
1517,0.0,10.7
1518,0.0,10.7
1519,91.1,12.0
1520,176.2,13.3
1521,249.4,14.3
1522,305.7,15.1
1523,341.3,15.6
1524,353.7,15.8
1525,342.0,15.6
1526,306.9,15.1
1527,250.8,14.4
1528,177.5,13.3
1529,92.0,12.1
1530,0.0,10.9
1531,0.0,10.9
1532,0.0,10.9
1533,0.0,10.9
1534,0.0,10.9
1535,0.0,10.9
1536,0.0,10.9
1537,0.0,10.9
1538,0.0,10.9
1539,0.0,11.0
1540,0.0,11.0
1541,0.0,11.0
1542,0.0,11.0
1543,93.2,12.3
1544,180.3,13.5
1545,255.2,14.5
1546,312.9,15.4
1547,349.3,15.9
1548,362.0,16.0
1549,350.0,15.9
1550,314.1,15.4
1551,256.7,14.6
1552,181.7,13.6
1553,94.1,12.4
1554,0.0,11.1
1555,0.0,11.1
1556,0.0,11.1
1557,0.0,11.1
1558,0.0,11.1
1559,0.0,11.2
1560,0.0,11.2
1561,0.0,11.2
1562,0.0,11.2
1563,0.0,11.2
1564,0.0,11.2
1565,0.0,11.2
1566,0.0,11.2
1567,95.4,12.5
1568,184.4,13.8
1569,261.1,14.8
1570,320.0,15.6
1571,357.3,16.1
1572,370.2,16.3
1573,358.0,16.1
1574,321.2,15.6
1575,262.5,14.9
1576,185.8,13.8
1577,96.3,12.6
1578,0.0,11.4
1579,0.0,11.4
1580,0.0,11.4
1581,0.0,11.4
1582,0.0,11.4
1583,0.0,11.4
1584,0.0,11.4
1585,0.0,11.4
1586,0.0,11.4
1587,0.0,11.5
1588,0.0,11.5
1589,0.0,11.5
1590,0.0,11.5
1591,97.5,12.8
1592,188.6,14.0
1593,267.0,15.0
1594,327.3,15.9
1595,365.3,16.4
1596,378.6,16.5
1597,366.0,16.4
1598,328.5,15.9
1599,268.4,15.1
1600,190.0,14.1
1601,98.4,12.9
1602,0.0,11.6
1603,0.0,11.6
1604,0.0,11.6
1605,0.0,11.6
1606,0.0,11.7
1607,0.0,11.7
1608,0.0,11.7
1609,0.0,11.7
1610,0.0,11.7
1611,0.0,11.7
1612,0.0,11.7
1613,0.0,11.7
1614,0.0,11.7
1615,99.7,13.0
1616,192.8,14.3
1617,272.9,15.3
1618,334.5,16.1
1619,373.4,16.6
1620,386.9,16.8
1621,374.1,16.6
1622,335.7,16.1
1623,274.4,15.4
1624,194.2,14.3
1625,100.6,13.1
1626,0.0,11.9
1627,0.0,11.9
1628,0.0,11.9
1629,0.0,11.9
1630,0.0,11.9
1631,0.0,11.9
1632,0.0,11.9
1633,0.0,11.9
1634,0.0,11.9
1635,0.0,12.0
1636,0.0,12.0
1637,0.0,12.0
1638,0.0,12.0
1639,101.9,13.3
1640,197.0,14.5
1641,278.8,15.6
1642,341.8,16.4
1643,381.5,16.9
1644,395.3,17.0
1645,382.2,16.9
1646,343.0,16.4
1647,280.3,15.6
1648,198.4,14.6
1649,102.8,13.4
1650,0.0,12.1
1651,0.0,12.1
1652,0.0,12.1
1653,0.0,12.1
1654,0.0,12.2
1655,0.0,12.2
1656,0.0,12.2
1657,0.0,12.2
1658,0.0,12.2
1659,0.0,12.2
1660,0.0,12.2
1661,0.0,12.2
1662,0.0,12.2
1663,104.0,13.5
1664,201.2,14.8
1665,284.8,15.8
1666,349.1,16.6
1667,389.7,17.1
1668,403.8,17.3
1669,390.4,17.1
1670,350.3,16.7
1671,286.3,15.9
1672,202.6,14.8
1673,105.0,13.7
1674,0.0,12.4
1675,0.0,12.4
1676,0.0,12.4
1677,0.0,12.4
1678,0.0,12.4
1679,0.0,12.4
1680,0.0,12.4
1681,0.0,12.4
1682,0.0,12.5
1683,0.0,12.5
1684,0.0,12.5
1685,0.0,12.5
1686,0.0,12.5
1687,106.2,13.8
1688,205.4,15.0
1689,290.7,16.1
1690,356.4,16.9
1691,397.8,17.4
1692,412.2,17.6
1693,398.5,17.4
1694,357.6,16.9
1695,292.2,16.1
1696,206.8,15.1
1697,107.2,13.9
1698,0.0,12.6
1699,0.0,12.6
1700,0.0,12.6
1701,0.0,12.7
1702,0.0,12.7
1703,0.0,12.7
1704,0.0,12.7
1705,0.0,12.7
1706,0.0,12.7
1707,0.0,12.7
1708,0.0,12.7
1709,0.0,12.7
1710,0.0,12.7
1711,108.4,14.1
1712,209.7,15.3
1713,296.7,16.3
1714,363.7,17.1
1715,406.0,17.6
1716,420.7,17.8
1717,406.7,17.7
1718,365.0,17.2
1719,298.2,16.4
1720,211.1,15.4
1721,109.3,14.2
1722,0.0,12.9
1723,0.0,12.9
1724,0.0,12.9
1725,0.0,12.9
1726,0.0,12.9
1727,0.0,12.9
1728,0.0,12.9
1729,0.0,13.0
1730,0.0,13.0
1731,0.0,13.0
1732,0.0,13.0
1733,0.0,13.0
1734,0.0,13.0
1735,110.6,14.3
1736,213.9,15.5
1737,302.8,16.6
1738,371.1,17.4
1739,414.3,17.9
1740,429.2,18.1
1741,414.9,17.9
1742,372.3,17.4
1743,304.3,16.6
1744,215.3,15.6
1745,111.6,14.4
1746,0.0,13.1
1747,0.0,13.1
1748,0.0,13.2
1749,0.0,13.2
1750,0.0,13.2
1751,0.0,13.2
1752,0.0,13.2
1753,0.0,13.2
1754,0.0,13.2
1755,0.0,13.2
1756,0.0,13.2
1757,0.0,13.3
1758,0.0,13.3
1759,112.8,14.6
1760,218.2,15.8
1761,308.8,16.8
1762,378.5,17.6
1763,422.5,18.1
1764,437.8,18.3
1765,423.2,18.2
1766,379.7,17.7
1767,310.3,16.9
1768,219.6,15.9
1769,113.8,14.7
1770,0.0,13.4
1771,0.0,13.4
1772,0.0,13.4
1773,0.0,13.4
1774,0.0,13.4
1775,0.0,13.4
1776,0.0,13.5
1777,0.0,13.5
1778,0.0,13.5
1779,0.0,13.5
1780,0.0,13.5
1781,0.0,13.5
1782,0.0,13.5
1783,115.1,14.8
1784,222.4,16.0
1785,314.8,17.1
1786,385.9,17.9
1787,430.8,18.4
1788,446.3,18.6
1789,431.4,18.4
1790,387.1,17.9
1791,316.3,17.1
1792,223.9,16.1
1793,116.0,14.9
1794,0.0,13.6
1795,0.0,13.7
1796,0.0,13.7
1797,0.0,13.7
1798,0.0,13.7
1799,0.0,13.7
1800,0.0,13.7
1801,0.0,13.7
1802,0.0,13.7
1803,0.0,13.7
1804,0.0,13.8
1805,0.0,13.8
1806,0.0,13.8
1807,117.3,15.1
1808,226.7,16.3
1809,320.9,17.3
1810,393.3,18.1
1811,439.0,18.7
1812,454.9,18.8
1813,439.7,18.7
1814,394.6,18.2
1815,322.4,17.4
1816,228.2,16.4
1817,118.2,15.2
1818,0.0,13.9
1819,0.0,13.9
1820,0.0,13.9
1821,0.0,13.9
1822,0.0,13.9
1823,0.0,14.0
1824,0.0,14.0
1825,0.0,14.0
1826,0.0,14.0
1827,0.0,14.0
1828,0.0,14.0
1829,0.0,14.0
1830,0.0,14.0
1831,119.5,15.3
1832,231.0,16.6
1833,327.0,17.6
1834,400.7,18.4
1835,447.3,18.9
1836,463.5,19.1
1837,448.0,18.9
1838,402.0,18.4
1839,328.5,17.7
1840,232.4,16.6
1841,120.4,15.4
1842,0.0,14.2
1843,0.0,14.2
1844,0.0,14.2
1845,0.0,14.2
1846,0.0,14.2
1847,0.0,14.2
1848,0.0,14.2
1849,0.0,14.2
1850,0.0,14.2
1851,0.0,14.3
1852,0.0,14.3
1853,0.0,14.3
1854,0.0,14.3
1855,121.7,15.6
1856,235.3,16.8
1857,333.0,17.9
1858,408.2,18.7
1859,455.6,19.2
1860,472.0,19.4
1861,456.3,19.2
1862,409.4,18.7
1863,334.5,17.9
1864,236.7,16.9
1865,122.6,15.7
1866,0.0,14.4
1867,0.0,14.4
1868,0.0,14.4
1869,0.0,14.5
1870,0.0,14.5
1871,0.0,14.5
1872,0.0,14.5
1873,0.0,14.5
1874,0.0,14.5
1875,0.0,14.5
1876,0.0,14.5
1877,0.0,14.5
1878,0.0,14.5
1879,123.9,15.9
1880,239.6,17.1
1881,339.1,18.1
1882,415.6,18.9
1883,463.9,19.4
1884,480.6,19.6
1885,464.6,19.5
1886,416.9,19.0
1887,340.6,18.2
1888,241.0,17.2
1889,124.9,16.0
1890,0.0,14.7
1891,0.0,14.7
1892,0.0,14.7
1893,0.0,14.7
1894,0.0,14.7
1895,0.0,14.7
1896,0.0,14.7
1897,0.0,14.8
1898,0.0,14.8
1899,0.0,14.8
1900,0.0,14.8
1901,0.0,14.8
1902,0.0,14.8
1903,126.2,16.1
1904,243.9,17.3
1905,345.2,18.4
1906,423.1,19.2
1907,472.2,19.7
1908,489.2,19.9
1909,472.9,19.7
1910,424.3,19.2
1911,346.7,18.4
1912,245.3,17.4
1913,127.1,16.2
1914,0.0,14.9
1915,0.0,14.9
1916,0.0,15.0
1917,0.0,15.0
1918,0.0,15.0
1919,0.0,15.0
1920,0.0,15.0
1921,0.0,15.0
1922,0.0,15.0
1923,0.0,15.0
1924,0.0,15.0
1925,0.0,15.1
1926,0.0,15.1
1927,128.4,16.4
1928,248.2,17.6
1929,351.3,18.6
1930,430.5,19.4
1931,480.5,19.9
1932,497.8,20.1
1933,481.2,20.0
1934,431.8,19.5
1935,352.8,18.7
1936,249.6,17.7
1937,129.3,16.5
1938,0.0,15.2
1939,0.0,15.2
1940,0.0,15.2
1941,0.0,15.2
1942,0.0,15.2
1943,0.0,15.2
1944,0.0,15.3
1945,0.0,15.3
1946,0.0,15.3
1947,0.0,15.3
1948,0.0,15.3
1949,0.0,15.3
1950,0.0,15.3
1951,130.6,16.6
1952,252.5,17.8
1953,357.4,18.9
1954,438.0,19.7
1955,488.9,20.2
1956,506.5,20.4
1957,489.5,20.2
1958,439.2,19.7
1959,358.9,19.0
1960,253.9,17.9
1961,131.5,16.7
1962,0.0,15.5
1963,0.0,15.5
1964,0.0,15.5
1965,0.0,15.5
1966,0.0,15.5
1967,0.0,15.5
1968,0.0,15.5
1969,0.0,15.5
1970,0.0,15.5
1971,0.0,15.5
1972,0.0,15.6
1973,0.0,15.6
1974,0.0,15.6
1975,132.8,16.9
1976,256.8,18.1
1977,363.4,19.1
1978,445.4,20.0
1979,497.2,20.5
1980,515.1,20.6
1981,497.9,20.5
1982,446.7,20.0
1983,365.0,19.2
1984,258.2,18.2
1985,133.8,17.0
1986,0.0,15.7
1987,0.0,15.7
1988,0.0,15.7
1989,0.0,15.7
1990,0.0,15.8
1991,0.0,15.8
1992,0.0,15.8
1993,0.0,15.8
1994,0.0,15.8
1995,0.0,15.8
1996,0.0,15.8
1997,0.0,15.8
1998,0.0,15.8
1999,135.1,17.1
2000,261.1,18.4
2001,369.5,19.4
2002,452.9,20.2
2003,505.5,20.7
2004,523.7,20.9
2005,506.2,20.7
2006,454.1,20.3
2007,371.0,19.5
2008,262.5,18.4
2009,136.0,17.3
2010,0.0,16.0
2011,0.0,16.0
2012,0.0,16.0
2013,0.0,16.0
2014,0.0,16.0
2015,0.0,16.0
2016,0.0,16.0
2017,0.0,16.0
2018,0.0,16.1
2019,0.0,16.1
2020,0.0,16.1
2021,0.0,16.1
2022,0.0,16.1
2023,137.3,17.4
2024,265.4,18.6
2025,375.6,19.7
2026,460.3,20.5
2027,513.8,21.0
2028,532.3,21.2
2029,514.5,21.0
2030,461.6,20.5
2031,377.1,19.7
2032,266.8,18.7
2033,138.2,17.5
2034,0.0,16.2
2035,0.0,16.2
2036,0.0,16.2
2037,0.0,16.3
2038,0.0,16.3
2039,0.0,16.3
2040,0.0,16.3
2041,0.0,16.3
2042,0.0,16.3
2043,0.0,16.3
2044,0.0,16.3
2045,0.0,16.3
2046,0.0,16.4
2047,139.5,17.7
2048,269.7,18.9
2049,381.7,19.9
2050,467.8,20.7
2051,522.1,21.2
2052,540.8,21.4
2053,522.8,21.3
2054,469.0,20.8
2055,383.2,20.0
2056,271.1,19.0
2057,140.4,17.8
2058,0.0,16.5
2059,0.0,16.5
2060,0.0,16.5
2061,0.0,16.5
2062,0.0,16.5
2063,0.0,16.5
2064,0.0,16.5
2065,0.0,16.6
2066,0.0,16.6
2067,0.0,16.6
2068,0.0,16.6
2069,0.0,16.6
2070,0.0,16.6
2071,141.7,17.9
2072,274.0,19.1
2073,387.7,20.2
2074,475.2,21.0
2075,530.3,21.5
2076,549.4,21.7
2077,531.0,21.5
2078,476.4,21.0
2079,389.2,20.2
2080,275.4,19.2
2081,142.7,18.0
2082,0.0,16.7
2083,0.0,16.7
2084,0.0,16.8
2085,0.0,16.8
2086,0.0,16.8
2087,0.0,16.8
2088,0.0,16.8
2089,0.0,16.8
2090,0.0,16.8
2091,0.0,16.8
2092,0.0,16.8
2093,0.0,16.9
2094,0.0,16.9
2095,144.0,18.2
2096,278.3,19.4
2097,393.8,20.4
2098,482.6,21.2
2099,538.6,21.8
2100,558.0,21.9
2101,539.3,21.8
2102,483.8,21.3
2103,395.3,20.5
2104,279.7,19.5
2105,144.9,18.3
2106,0.0,17.0
2107,0.0,17.0
2108,0.0,17.0
2109,0.0,17.0
2110,0.0,17.0
2111,0.0,17.0
2112,0.0,17.1
2113,0.0,17.1
2114,0.0,17.1
2115,0.0,17.1
2116,0.0,17.1
2117,0.0,17.1
2118,0.0,17.1
2119,146.2,18.4
2120,282.5,19.6
2121,399.8,20.7
2122,490.0,21.5
2123,546.9,22.0
2124,566.5,22.2
2125,547.5,22.0
2126,491.2,21.5
2127,401.3,20.8
2128,284.0,19.7
2129,147.1,18.5
2130,0.0,17.3
2131,0.0,17.3
2132,0.0,17.3
2133,0.0,17.3
2134,0.0,17.3
2135,0.0,17.3
2136,0.0,17.3
2137,0.0,17.3
2138,0.0,17.3
2139,0.0,17.3
2140,0.0,17.4
2141,0.0,17.4
2142,0.0,17.4
2143,148.4,18.7
2144,286.8,19.9
2145,405.9,20.9
2146,497.4,21.8
2147,555.1,22.3
2148,575.0,22.4
2149,555.8,22.3
2150,498.6,21.8
2151,407.4,21.0
2152,288.2,20.0
2153,149.3,18.8
2154,0.0,17.5
2155,0.0,17.5
2156,0.0,17.5
2157,0.0,17.5
2158,0.0,17.5
2159,0.0,17.6
2160,0.0,17.6
2161,0.0,17.6
2162,0.0,17.6
2163,0.0,17.6
2164,0.0,17.6
2165,0.0,17.6
2166,0.0,17.6
2167,150.6,18.9
2168,291.1,20.2
2169,411.9,21.2
2170,504.7,22.0
2171,563.3,22.5
2172,583.5,22.7
2173,564.0,22.5
2174,506.0,22.0
2175,413.4,21.3
2176,292.5,20.2
2177,151.5,19.0
2178,0.0,17.8
2179,0.0,17.8
2180,0.0,17.8
2181,0.0,17.8
2182,0.0,17.8
2183,0.0,17.8
2184,0.0,17.8
2185,0.0,17.8
2186,0.0,17.8
2187,0.0,17.9
2188,0.0,17.9
2189,0.0,17.9
2190,0.0,17.9
2191,152.8,19.2
2192,295.3,20.4
2193,417.9,21.5
2194,512.1,22.3
2195,571.5,22.8
2196,592.0,23.0
2197,572.2,22.8
2198,513.3,22.3
2199,419.4,21.5
2200,296.7,20.5
2201,153.7,19.3
2202,0.0,18.0
2203,0.0,18.0
2204,0.0,18.0
2205,0.0,18.0
2206,0.0,18.1
2207,0.0,18.1
2208,0.0,18.1
2209,0.0,18.1
2210,0.0,18.1
2211,0.0,18.1
2212,0.0,18.1
2213,0.0,18.1
2214,0.0,18.1
2215,155.0,19.4
2216,299.5,20.7
2217,423.8,21.7
2218,519.4,22.5
2219,579.6,23.0
2220,600.4,23.2
2221,580.3,23.0
2222,520.6,22.6
2223,425.3,21.8
2224,300.9,20.7
2225,155.9,19.5
2226,0.0,18.3
2227,0.0,18.3
2228,0.0,18.3
2229,0.0,18.3
2230,0.0,18.3
2231,0.0,18.3
2232,0.0,18.3
2233,0.0,18.3
2234,0.0,18.3
2235,0.0,18.4
2236,0.0,18.4
2237,0.0,18.4
2238,0.0,18.4
2239,157.1,19.7
2240,303.7,20.9
2241,429.8,22.0
2242,526.7,22.8
2243,587.8,23.3
2244,608.9,23.5
2245,588.5,23.3
2246,527.9,22.8
2247,431.3,22.0
2248,305.1,21.0
2249,158.0,19.8
2250,0.0,18.5
2251,0.0,18.5
2252,0.0,18.5
2253,0.0,18.5
2254,0.0,18.6
2255,0.0,18.6
2256,0.0,18.6
2257,0.0,18.6
2258,0.0,18.6
2259,0.0,18.6
2260,0.0,18.6
2261,0.0,18.6
2262,0.0,18.6
2263,159.3,19.9
2264,307.9,21.2
2265,435.7,22.2
2266,533.9,23.0
2267,595.9,23.5
2268,617.2,23.7
2269,596.6,23.5
2270,535.2,23.1
2271,437.2,22.3
2272,309.3,21.2
2273,160.2,20.1
2274,0.0,18.8
2275,0.0,18.8
2276,0.0,18.8
2277,0.0,18.8
2278,0.0,18.8
2279,0.0,18.8
2280,0.0,18.8
2281,0.0,18.8
2282,0.0,18.9
2283,0.0,18.9
2284,0.0,18.9
2285,0.0,18.9
2286,0.0,18.9
2287,161.5,20.2
2288,312.1,21.4
2289,441.6,22.5
2290,541.2,23.3
2291,603.9,23.8
2292,625.6,24.0
2293,604.6,23.8
2294,542.4,23.3
2295,443.1,22.5
2296,313.5,21.5
2297,162.4,20.3
2298,0.0,19.0
2299,0.0,19.0
2300,0.0,19.0
2301,0.0,19.0
2302,0.0,19.1
2303,0.0,19.1
2304,0.0,19.1
2305,0.0,19.1
2306,0.0,19.1
2307,0.0,19.1
2308,0.0,19.1
2309,0.0,19.1
2310,0.0,19.1
2311,163.6,20.4
2312,316.3,21.7
2313,447.5,22.7
2314,548.4,23.5
2315,612.0,24.0
2316,633.9,24.2
2317,612.6,24.0
2318,549.6,23.6
2319,449.0,22.8
2320,317.6,21.7
2321,164.5,20.5
2322,0.0,19.3
2323,0.0,19.3
2324,0.0,19.3
2325,0.0,19.3
2326,0.0,19.3
2327,0.0,19.3
2328,0.0,19.3
2329,0.0,19.3
2330,0.0,19.3
2331,0.0,19.4
2332,0.0,19.4
2333,0.0,19.4
2334,0.0,19.4
2335,165.8,20.7
2336,320.4,21.9
2337,453.4,23.0
2338,555.5,23.8
2339,620.0,24.3
2340,642.2,24.5
2341,620.6,24.3
2342,556.7,23.8
2343,454.8,23.0
2344,321.8,22.0
2345,166.7,20.8
2346,0.0,19.5
2347,0.0,19.5
2348,0.0,19.5
2349,0.0,19.5
2350,0.0,19.6
2351,0.0,19.6
2352,0.0,19.6
2353,0.0,19.6
2354,0.0,19.6
2355,0.0,19.6
2356,0.0,19.6
2357,0.0,19.6
2358,0.0,19.6
2359,167.9,20.9
2360,324.5,22.2
2361,459.2,23.2
2362,562.7,24.0
2363,627.9,24.5
2364,650.4,24.7
2365,628.6,24.5
2366,563.9,24.0
2367,460.6,23.3
2368,325.9,22.2
2369,168.8,21.0
2370,0.0,19.8
2371,0.0,19.8
2372,0.0,19.8
2373,0.0,19.8
2374,0.0,19.8
2375,0.0,19.8
2376,0.0,19.8
2377,0.0,19.8
2378,0.0,19.8
2379,0.0,19.8
2380,0.0,19.9
2381,0.0,19.9
2382,0.0,19.9
2383,170.0,21.2
2384,328.6,22.4
2385,465.0,23.4
2386,569.8,24.3
2387,635.8,24.8
2388,658.6,24.9
2389,636.5,24.8
2390,570.9,24.3
2391,466.4,23.5
2392,330.0,22.5
2393,170.9,21.3
2394,0.0,20.0
2395,0.0,20.0
2396,0.0,20.0
2397,0.0,20.0
2398,0.0,20.0
2399,0.0,20.1
2400,0.0,20.1
2401,0.0,20.1
2402,0.0,20.1
2403,0.0,20.1
2404,0.0,20.1
2405,0.0,20.1
2406,0.0,20.1
2407,172.1,21.4
2408,332.7,22.6
2409,470.7,23.7
2410,576.8,24.5
2411,643.7,25.0
2412,666.7,25.2
2413,644.3,25.0
2414,578.0,24.5
2415,472.2,23.7
2416,334.0,22.7
2417,173.0,21.5
2418,0.0,20.2
2419,0.0,20.3
2420,0.0,20.3
2421,0.0,20.3
2422,0.0,20.3
2423,0.0,20.3
2424,0.0,20.3
2425,0.0,20.3
2426,0.0,20.3
2427,0.0,20.3
2428,0.0,20.3
2429,0.0,20.4
2430,0.0,20.4
2431,174.2,21.7
2432,336.7,22.9
2433,476.5,23.9
2434,583.8,24.7
2435,651.5,25.2
2436,674.8,25.4
2437,652.2,25.3
2438,585.0,24.8
2439,477.9,24.0
2440,338.1,23.0
2441,175.1,21.8
2442,0.0,20.5
2443,0.0,20.5
2444,0.0,20.5
2445,0.0,20.5
2446,0.0,20.5
2447,0.0,20.5
2448,0.0,20.5
2449,0.0,20.6
2450,0.0,20.6
2451,0.0,20.6
2452,0.0,20.6
2453,0.0,20.6
2454,0.0,20.6
2455,176.3,21.9
2456,340.8,23.1
2457,482.1,24.2
2458,590.8,25.0
2459,659.3,25.5
2460,682.9,25.7
2461,659.9,25.5
2462,592.0,25.0
2463,483.6,24.2
2464,342.1,23.2
2465,177.2,22.0
2466,0.0,20.7
2467,0.0,20.7
2468,0.0,20.7
2469,0.0,20.8
2470,0.0,20.8
2471,0.0,20.8
2472,0.0,20.8
2473,0.0,20.8
2474,0.0,20.8
2475,0.0,20.8
2476,0.0,20.8
2477,0.0,20.8
2478,0.0,20.8
2479,178.4,22.1
2480,344.8,23.4
2481,487.8,24.4
2482,597.7,25.2
2483,667.0,25.7
2484,690.8,25.9
2485,667.6,25.7
2486,598.9,25.3
2487,489.2,24.5
2488,346.1,23.4
2489,179.2,22.2
2490,0.0,21.0
2491,0.0,21.0
2492,0.0,21.0
2493,0.0,21.0
2494,0.0,21.0
2495,0.0,21.0
2496,0.0,21.0
2497,0.0,21.0
2498,0.0,21.0
2499,0.0,21.1
2500,0.0,21.1
2501,0.0,21.1
2502,0.0,21.1
2503,180.4,22.4
2504,348.7,23.6
2505,493.4,24.6
2506,604.6,25.5
2507,674.6,26.0
2508,698.8,26.1
2509,675.3,26.0
2510,605.7,25.5
2511,494.8,24.7
2512,350.0,23.7
2513,181.3,22.5
2514,0.0,21.2
2515,0.0,21.2
2516,0.0,21.2
2517,0.0,21.2
2518,0.0,21.2
2519,0.0,21.2
2520,0.0,21.3
2521,0.0,21.3
2522,0.0,21.3
2523,0.0,21.3
2524,0.0,21.3
2525,0.0,21.3
2526,0.0,21.3
2527,182.5,22.6
2528,352.7,23.8
2529,499.0,24.9
2530,611.4,25.7
2531,682.2,26.2
2532,706.6,26.4
2533,682.9,26.2
2534,612.5,25.7
2535,500.4,24.9
2536,354.0,23.9
2537,183.3,22.7
2538,0.0,21.4
2539,0.0,21.4
2540,0.0,21.5
2541,0.0,21.5
2542,0.0,21.5
2543,0.0,21.5
2544,0.0,21.5
2545,0.0,21.5
2546,0.0,21.5
2547,0.0,21.5
2548,0.0,21.5
2549,0.0,21.5
2550,0.0,21.5
2551,184.5,22.9
2552,356.6,24.1
2553,504.5,25.1
2554,618.2,25.9
2555,689.8,26.4
2556,714.4,26.6
2557,690.4,26.4
2558,619.3,26.0
2559,505.9,25.2
2560,357.9,24.1
2561,185.3,23.0
2562,0.0,21.7
2563,0.0,21.7
2564,0.0,21.7
2565,0.0,21.7
2566,0.0,21.7
2567,0.0,21.7
2568,0.0,21.7
2569,0.0,21.7
2570,0.0,21.7
2571,0.0,21.8
2572,0.0,21.8
2573,0.0,21.8
2574,0.0,21.8
2575,186.5,23.1
2576,360.5,24.3
2577,510.0,25.3
2578,624.9,26.1
2579,697.3,26.7
2580,722.2,26.8
2581,697.9,26.7
2582,626.0,26.2
2583,511.3,25.4
2584,361.7,24.4
2585,187.3,23.2
2586,0.0,21.9
2587,0.0,21.9
2588,0.0,21.9
2589,0.0,21.9
2590,0.0,21.9
2591,0.0,21.9
2592,0.0,22.0
2593,0.0,22.0
2594,0.0,22.0
2595,0.0,22.0
2596,0.0,22.0
2597,0.0,22.0
2598,0.0,22.0
2599,188.5,23.3
2600,364.3,24.5
2601,515.4,25.6
2602,631.5,26.4
2603,704.7,26.9
2604,729.9,27.1
2605,705.3,26.9
2606,632.6,26.4
2607,516.8,25.6
2608,365.6,24.6
2609,189.3,23.4
2610,0.0,22.1
2611,0.0,22.1
2612,0.0,22.1
2613,0.0,22.2
2614,0.0,22.2
2615,0.0,22.2
2616,0.0,22.2
2617,0.0,22.2
2618,0.0,22.2
2619,0.0,22.2
2620,0.0,22.2
2621,0.0,22.2
2622,0.0,22.2
2623,190.5,23.5
2624,368.1,24.8
2625,520.8,25.8
2626,638.1,26.6
2627,712.0,27.1
2628,737.5,27.3
2629,712.7,27.1
2630,639.2,26.6
